Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,timestamp
United States of America,Bellmawr,52,Moderate,1,Good,29,Good,9,Good,52,Moderate,39.8666,-75.0941,2024-01-08 20:00:00
Spain,Arnedo,62,Moderate,1,Good,19,Good,2,Good,62,Moderate,42.2167,-2.1,2024-01-08 21:00:00
Spain,Arucas,25,Good,0,Good,25,Good,0,Good,8,Good,28.1184,-15.5232,2024-01-08 22:00:00
Germany,Attendorn,69,Moderate,1,Good,36,Good,4,Good,69,Moderate,51.1167,7.9,2024-01-08 23:00:00
Germany,Bad Pyrmont,65,Moderate,1,Good,40,Good,5,Good,65,Moderate,51.9867,9.2636,2024-01-09 00:00:00
United States of America,Brookline,48,Good,1,Good,28,Good,8,Good,48,Good,42.3243,-71.1408,2024-01-09 01:00:00
Spain,Calafell,43,Good,1,Good,43,Good,1,Good,35,Good,41.2004,1.5693,2024-01-09 02:00:00
Spain,Camas,27,Good,0,Good,27,Good,1,Good,17,Good,37.402,-6.0332,2024-01-09 03:00:00
United States of America,Cherry Hill,52,Moderate,1,Good,29,Good,9,Good,52,Moderate,39.9034,-74.9947,2024-01-09 04:00:00
Italy,Bisceglie,45,Good,1,Good,45,Good,1,Good,23,Good,41.2431,16.5053,2024-01-09 05:00:00
Turkey,Bitlis,46,Good,0,Good,46,Good,0,Good,41,Good,38.4,42.1083,2024-01-09 06:00:00
Germany,Blumberg,56,Moderate,1,Good,41,Good,1,Good,56,Moderate,47.8392,8.5342,2024-01-09 07:00:00
United Kingdom of Great Britain and Northern Ireland,Borehamwood,34,Good,1,Good,34,Good,4,Good,19,Good,51.6578,-0.2723,2024-01-09 08:00:00
Bulgaria,Botevgrad,86,Moderate,1,Good,46,Good,1,Good,86,Moderate,42.9073,23.7937,2024-01-09 09:00:00
United Kingdom of Great Britain and Northern Ireland,Bridgwater,56,Moderate,1,Good,20,Good,7,Good,56,Moderate,51.128,-2.993,2024-01-09 10:00:00
Italy,Collegno,58,Moderate,1,Good,35,Good,3,Good,58,Moderate,45.0775,7.5724,2024-01-09 11:00:00
Venezuela (Bolivarian Republic of),Coro,151,Unhealthy,1,Good,22,Good,0,Good,151,Unhealthy,11.395,-69.6816,2024-01-09 12:00:00
Brazil,Coruripe,24,Good,0,Good,16,Good,0,Good,24,Good,-10.1258,-36.1758,2024-01-09 13:00:00
Germany,Cottbus,70,Moderate,1,Good,29,Good,4,Good,70,Moderate,51.7606,14.3342,2024-01-09 14:00:00
United Kingdom of Great Britain and Northern Ireland,Crewe,32,Good,1,Good,32,Good,4,Good,21,Good,53.099,-2.44,2024-01-09 15:00:00
United Kingdom of Great Britain and Northern Ireland,Crosby,34,Good,1,Good,34,Good,3,Good,21,Good,53.4872,-3.0343,2024-01-09 16:00:00
Guatemala,Cuilapa,86,Moderate,2,Good,4,Good,8,Good,86,Moderate,14.2783,-90.2992,2024-01-09 17:00:00
Philippines,Alaminos,42,Good,0,Good,25,Good,1,Good,42,Good,16.1553,119.9808,2024-01-09 18:00:00
Romania,Alba Iulia,62,Moderate,1,Good,35,Good,0,Good,62,Moderate,46.0669,23.57,2024-01-09 19:00:00
Germany,Alfeld,37,Good,1,Good,37,Good,1,Good,36,Good,51.9886,9.8269,2024-01-09 20:00:00
Ukraine,Yavoriv,76,Moderate,1,Good,44,Good,0,Good,76,Moderate,49.9469,23.3931,2024-01-09 21:00:00
Nigeria,Yola,71,Moderate,2,Good,35,Good,0,Good,71,Moderate,9.23,12.46,2024-01-09 22:00:00
Guatemala,Zacapa,59,Moderate,1,Good,15,Good,1,Good,59,Moderate,14.9667,-89.5333,2024-01-09 23:00:00
Belgium,Zandhoven,47,Good,1,Good,38,Good,1,Good,47,Good,51.2167,4.65,2024-01-10 00:00:00
Germany,Zeitz,53,Moderate,1,Good,48,Good,0,Good,53,Moderate,51.0478,12.1383,2024-01-10 01:00:00
Russian Federation,Zeya,78,Moderate,3,Good,34,Good,0,Good,78,Moderate,53.7333,127.25,2024-01-10 02:00:00
Kazakhstan,Zharkent,72,Moderate,1,Good,30,Good,0,Good,72,Moderate,44.1667,80.0,2024-01-10 03:00:00
China,Zhongshu,96,Moderate,3,Good,12,Good,9,Good,96,Moderate,27.8116,106.4133,2024-01-10 04:00:00
Russian Federation,Zhukovskiy,46,Good,1,Good,31,Good,9,Good,46,Good,55.5972,38.1203,2024-01-10 05:00:00
Ukraine,Zolotonosha,52,Moderate,1,Good,46,Good,0,Good,52,Moderate,49.6833,32.0333,2024-01-10 06:00:00
Kazakhstan,Zyryanovsk,24,Good,1,Good,16,Good,1,Good,24,Good,49.7453,84.2548,2024-01-10 07:00:00
Romania,Baia Mare,58,Moderate,1,Good,37,Good,0,Good,58,Moderate,47.6667,23.5833,2024-01-10 08:00:00
Brazil,Barretos,32,Good,1,Good,13,Good,1,Good,32,Good,-20.5569,-48.5678,2024-01-10 09:00:00
United States of America,Bartlett,65,Moderate,1,Good,30,Good,5,Good,65,Moderate,35.2337,-89.8195,2024-01-10 10:00:00
Brazil,Bebedouro,37,Good,1,Good,12,Good,1,Good,37,Good,-20.9494,-48.4792,2024-01-10 11:00:00
Chad,Benoy,68,Moderate,2,Good,13,Good,0,Good,68,Moderate,8.9908,16.3169,2024-01-10 12:00:00
United States of America,Bensenville,52,Moderate,2,Good,31,Good,10,Good,52,Moderate,41.9579,-87.9442,2024-01-10 13:00:00
Japan,Beppu,37,Good,1,Good,37,Good,1,Good,16,Good,33.2795,131.5,2024-01-10 14:00:00
Nicaragua,Boaco,60,Moderate,1,Good,15,Good,1,Good,60,Moderate,12.4719,-85.6594,2024-01-10 15:00:00
Spain,Boiro,34,Good,1,Good,34,Good,2,Good,18,Good,42.65,-8.9,2024-01-10 16:00:00
United States of America,Cape Girardeau,52,Moderate,1,Good,41,Good,4,Good,52,Moderate,37.3109,-89.5597,2024-01-10 17:00:00
Philippines,Buluan,38,Good,0,Good,20,Good,0,Good,38,Good,6.7154,124.7854,2024-01-10 18:00:00
Brazil,Buritama,38,Good,1,Good,11,Good,1,Good,38,Good,-21.0667,-50.1475,2024-01-10 19:00:00
Brazil,Buritizeiro,20,Good,1,Good,14,Good,0,Good,20,Good,-17.3508,-44.9619,2024-01-10 20:00:00
Italy,Busca,131,Unhealthy for Sensitive Groups,1,Good,28,Good,2,Good,131,Unhealthy for Sensitive Groups,44.5167,7.4667,2024-01-10 21:00:00
Peru,Cajamarca,44,Good,1,Good,3,Good,2,Good,44,Good,-7.1667,-78.5167,2024-01-10 22:00:00
United States of America,Athens,69,Moderate,2,Good,36,Good,6,Good,69,Moderate,37.9842,23.7281,2024-01-10 23:00:00
Brazil,Atibaia,150,Unhealthy,4,Good,5,Good,12,Good,150,Unhealthy,-23.1172,-46.5506,2024-01-11 00:00:00
Germany,Bad Camberg,68,Moderate,1,Good,35,Good,3,Good,68,Moderate,50.3,8.2667,2024-01-11 01:00:00
Spain,Badajoz,37,Good,1,Good,37,Good,1,Good,10,Good,38.8803,-6.9753,2024-01-11 02:00:00
Cameroon,Bafia,77,Moderate,3,Good,16,Good,0,Good,77,Moderate,4.75,11.2167,2024-01-11 03:00:00
Spain,Tafalla,38,Good,1,Good,38,Good,0,Good,9,Good,42.5132,-1.7047,2024-01-11 04:00:00
Hungary,Tapolca,64,Moderate,1,Good,64,Moderate,0,Good,56,Moderate,46.8828,17.4081,2024-01-11 05:00:00
Poland,Tarnobrzeg,54,Moderate,1,Good,45,Good,0,Good,54,Moderate,50.5833,21.6833,2024-01-11 06:00:00
Argentina,Tartagal,18,Good,0,Good,18,Good,0,Good,5,Good,-22.5,-63.8333,2024-01-11 07:00:00
Romania,Vatra Dornei,47,Good,0,Good,40,Good,0,Good,47,Good,47.3461,25.3594,2024-01-11 08:00:00
Brazil,Vera Cruz,25,Good,0,Good,20,Good,0,Good,25,Good,-12.96,-38.6089,2024-01-11 09:00:00
Russian Federation,Verkhnyaya Pyshma,41,Good,1,Good,41,Good,2,Good,22,Good,56.9761,60.5944,2024-01-11 10:00:00
Thailand,Surin,85,Moderate,2,Good,18,Good,4,Good,85,Moderate,14.8864,103.4932,2024-01-11 11:00:00
Cambodia,Ta Khmau,73,Moderate,1,Good,7,Good,5,Good,73,Moderate,11.4833,104.95,2024-01-11 12:00:00
Hungary,Dorog,76,Moderate,1,Good,36,Good,2,Good,76,Moderate,47.7194,18.7292,2024-01-11 13:00:00
United States of America,Downey,117,Unhealthy for Sensitive Groups,4,Good,4,Good,39,Good,117,Unhealthy for Sensitive Groups,33.9379,-118.1311,2024-01-11 14:00:00
Canada,Drummondville,55,Moderate,2,Good,7,Good,7,Good,55,Moderate,45.8833,-72.4833,2024-01-11 15:00:00
India,Dugda,152,Unhealthy,3,Good,123,Unhealthy for Sensitive Groups,1,Good,152,Unhealthy,23.7452,86.1717,2024-01-11 16:00:00
United States of America,East Haven,85,Moderate,3,Good,9,Good,33,Good,85,Moderate,41.2988,-72.8575,2024-01-11 17:00:00
United States of America,Eastlake,39,Good,1,Good,39,Good,4,Good,25,Good,41.6581,-81.4322,2024-01-11 18:00:00
Eritrea,Edd,163,Unhealthy,1,Good,41,Good,0,Good,163,Unhealthy,13.9333,41.7,2024-01-11 19:00:00
United States of America,Eden Prairie,52,Moderate,1,Good,42,Good,3,Good,52,Moderate,44.8488,-93.4595,2024-01-11 20:00:00
Germany,Eichenau,49,Good,1,Good,42,Good,2,Good,49,Good,48.1667,11.3167,2024-01-11 21:00:00
Netherlands,Eindhoven,30,Good,1,Good,30,Good,2,Good,30,Good,51.4333,5.4833,2024-01-11 22:00:00
Germany,Erfurt,71,Moderate,1,Good,31,Good,3,Good,71,Moderate,50.9833,11.0333,2024-01-11 23:00:00
Portugal,Faro,35,Good,1,Good,35,Good,2,Good,25,Good,37.0161,-7.935,2024-01-12 00:00:00
China,Danjiangkou,154,Unhealthy,2,Good,154,Unhealthy,1,Good,60,Moderate,32.5408,111.5098,2024-01-12 01:00:00
Belgium,Dendermonde,42,Good,1,Good,28,Good,4,Good,42,Good,51.0333,4.1,2024-01-12 02:00:00
Indonesia,Depok,60,Moderate,1,Good,33,Good,0,Good,60,Moderate,-6.394,106.8225,2024-01-12 03:00:00
United States of America,Des Plaines,54,Moderate,2,Good,30,Good,11,Good,54,Moderate,42.0345,-87.9008,2024-01-12 04:00:00
Germany,Diedorf,51,Moderate,1,Good,30,Good,5,Good,51,Moderate,48.35,10.7667,2024-01-12 05:00:00
United States of America,Phoenixville,68,Moderate,1,Good,31,Good,7,Good,68,Moderate,40.1359,-75.5201,2024-01-12 06:00:00
Indonesia,Rantepao,14,Good,0,Good,14,Good,0,Good,14,Good,-2.969,119.9,2024-01-12 07:00:00
India,Renigunta,77,Moderate,0,Good,27,Good,0,Good,77,Moderate,13.65,79.52,2024-01-12 08:00:00
United States of America,Renton,33,Good,1,Good,31,Good,5,Good,33,Good,47.4784,-122.1918,2024-01-12 09:00:00
Russian Federation,Rezh,31,Good,1,Good,31,Good,0,Good,22,Good,57.3667,61.3667,2024-01-12 10:00:00
Germany,Roding,53,Moderate,1,Good,47,Good,1,Good,53,Moderate,49.2,12.5167,2024-01-12 11:00:00
Russian Federation,Pokhvistnevo,50,Good,1,Good,31,Good,0,Good,50,Good,53.65,52.1333,2024-01-12 12:00:00
Russian Federation,Pokrov,57,Moderate,1,Good,24,Good,10,Good,57,Moderate,47.6533,34.0842,2024-01-12 13:00:00
Brazil,Ponte Nova,44,Good,1,Good,12,Good,2,Good,44,Good,-20.4158,-42.9089,2024-01-12 14:00:00
Germany,Preetz,34,Good,0,Good,34,Good,0,Good,15,Good,54.2367,10.2822,2024-01-12 15:00:00
Poland,Puck,87,Moderate,1,Good,24,Good,3,Good,87,Moderate,54.7,18.4,2024-01-12 16:00:00
United Kingdom of Great Britain and Northern Ireland,Pudsey,61,Moderate,1,Good,11,Good,10,Good,61,Moderate,53.797,-1.663,2024-01-12 17:00:00
Azerbaijan,Qovlar,34,Good,1,Good,34,Good,0,Good,15,Good,40.9419,45.7358,2024-01-12 18:00:00
Lesotho,Quthing,77,Moderate,1,Good,9,Good,2,Good,77,Moderate,-30.4001,27.7002,2024-01-12 19:00:00
India,Sadalgi,75,Moderate,0,Good,22,Good,0,Good,75,Moderate,16.42,74.58,2024-01-12 20:00:00
United States of America,Saddle Brook,115,Unhealthy for Sensitive Groups,3,Good,8,Good,31,Good,115,Unhealthy for Sensitive Groups,40.9033,-74.0955,2024-01-12 21:00:00
Italy,Salerno,51,Moderate,1,Good,51,Moderate,1,Good,46,Good,40.6806,14.7597,2024-01-12 22:00:00
Lithuania,Alytus,29,Good,1,Good,29,Good,1,Good,22,Good,54.4014,24.0492,2024-01-12 23:00:00
Poland,Gorlice,80,Moderate,1,Good,31,Good,2,Good,80,Moderate,49.6547,21.1597,2024-01-13 00:00:00
Poland,Grajewo,42,Good,1,Good,25,Good,1,Good,42,Good,53.65,22.45,2024-01-13 01:00:00
France,Haguenau,45,Good,1,Good,33,Good,3,Good,45,Good,48.82,7.79,2024-01-13 02:00:00
United States of America,Hanover,58,Moderate,2,Good,21,Good,14,Good,58,Moderate,39.8118,-76.9836,2024-01-13 03:00:00
Germany,Haren,33,Good,0,Good,33,Good,1,Good,14,Good,52.7667,7.2167,2024-01-13 04:00:00
Netherlands,Harlingen,35,Good,0,Good,35,Good,0,Good,14,Good,26.1916,-97.6977,2024-01-13 05:00:00
Pakistan,Hasilpur,198,Unhealthy,1,Good,87,Moderate,0,Good,198,Unhealthy,29.6967,72.5542,2024-01-13 06:00:00
France,Hautmont,58,Moderate,1,Good,26,Good,5,Good,58,Moderate,50.2481,3.9244,2024-01-13 07:00:00
New Zealand,Hawera,26,Good,0,Good,26,Good,0,Good,15,Good,-39.5933,174.2783,2024-01-13 08:00:00
United States of America,Hazleton,60,Moderate,2,Good,28,Good,6,Good,60,Moderate,40.9505,-75.9725,2024-01-13 09:00:00
United States of America,Fortuna,37,Good,1,Good,27,Good,4,Good,37,Good,10.4483,-84.6421,2024-01-13 10:00:00
Mexico,Huixquilucan,167,Unhealthy,5,Good,5,Good,19,Good,167,Unhealthy,19.3611,-99.3508,2024-01-13 11:00:00
Brazil,Ibipeba,14,Good,0,Good,14,Good,0,Good,12,Good,-11.6408,-42.0108,2024-01-13 12:00:00
Japan,Hikari,41,Good,1,Good,41,Good,1,Good,37,Good,33.9619,131.9422,2024-01-13 13:00:00
Portugal,Coimbra,27,Good,1,Good,27,Good,3,Good,23,Good,40.2111,-8.4292,2024-01-13 14:00:00
United States of America,Commack,98,Moderate,5,Good,8,Good,39,Good,98,Moderate,40.8435,-73.2833,2024-01-13 15:00:00
Mexico,Cosamaloapan,88,Moderate,2,Good,21,Good,4,Good,88,Moderate,18.3667,-95.8,2024-01-13 16:00:00
Brazil,Cotia,169,Unhealthy,6,Good,1,Good,20,Good,169,Unhealthy,-23.6042,-46.9194,2024-01-13 17:00:00
Brazil,Coxim,53,Moderate,1,Good,6,Good,1,Good,53,Moderate,-18.5069,-54.76,2024-01-13 18:00:00
United States of America,Cullman,75,Moderate,2,Good,34,Good,6,Good,75,Moderate,34.1775,-86.8407,2024-01-13 19:00:00
Czechia,Chodov,66,Moderate,1,Good,41,Good,2,Good,66,Moderate,50.2414,12.7439,2024-01-13 20:00:00
Spain,Cieza,31,Good,1,Good,31,Good,1,Good,23,Good,38.2392,-1.4189,2024-01-13 21:00:00
Poland,Kielce,79,Moderate,1,Good,36,Good,1,Good,79,Moderate,50.8742,20.6333,2024-01-13 22:00:00
Finland,Kokkola,29,Good,1,Good,29,Good,2,Good,18,Good,63.8367,23.1333,2024-01-13 23:00:00
Palau,Koror,16,Good,0,Good,16,Good,0,Good,7,Good,7.3419,134.4792,2024-01-14 00:00:00
India,Kotagiri,27,Good,0,Good,21,Good,0,Good,27,Good,11.4167,76.8667,2024-01-14 01:00:00
India,Kotma,180,Unhealthy,2,Good,59,Moderate,0,Good,180,Unhealthy,23.2038,81.979,2024-01-14 02:00:00
Russian Federation,Kulunda,34,Good,1,Good,34,Good,0,Good,30,Good,52.5667,78.9472,2024-01-14 03:00:00
Republic of North Macedonia,Kumanovo,53,Moderate,1,Good,36,Good,1,Good,53,Moderate,42.1322,21.7144,2024-01-14 04:00:00
Croatia,Kutina,63,Moderate,1,Good,32,Good,1,Good,63,Moderate,45.4667,16.7833,2024-01-14 05:00:00
Spain,La Orotava,41,Good,0,Good,41,Good,0,Good,13,Good,28.3667,-16.5167,2024-01-14 06:00:00
Germany,Lage,35,Good,1,Good,35,Good,1,Good,35,Good,51.9889,8.7944,2024-01-14 07:00:00
United States of America,Lake City,56,Moderate,1,Good,17,Good,5,Good,56,Moderate,30.1901,-82.6471,2024-01-14 08:00:00
Thailand,Lampang,34,Good,0,Good,23,Good,1,Good,34,Good,18.3,99.5,2024-01-14 09:00:00
Germany,Langenau,47,Good,1,Good,36,Good,3,Good,47,Good,48.4967,10.12,2024-01-14 10:00:00
France,Laon,59,Moderate,1,Good,28,Good,3,Good,59,Moderate,49.5639,3.6244,2024-01-14 11:00:00
Germany,Lauf,52,Moderate,1,Good,45,Good,2,Good,52,Moderate,49.5103,11.2772,2024-01-14 12:00:00
Suriname,Lelydorp,44,Good,1,Good,18,Good,0,Good,44,Good,5.6967,-55.2167,2024-01-14 13:00:00
Serbia,Leskovac,50,Good,1,Good,35,Good,0,Good,50,Good,42.9981,21.9461,2024-01-14 14:00:00
Germany,Leutenbach,50,Good,1,Good,38,Good,4,Good,50,Good,48.8883,9.3914,2024-01-14 15:00:00
Netherlands,Schijndel,32,Good,1,Good,32,Good,2,Good,25,Good,51.6167,5.4333,2024-01-14 16:00:00
Belgium,Schoten,34,Good,1,Good,29,Good,4,Good,34,Good,51.25,4.5,2024-01-14 17:00:00
Israel,Sederot,65,Moderate,1,Good,49,Good,2,Good,65,Moderate,31.5228,34.5953,2024-01-14 18:00:00
India,Sehore,196,Unhealthy,1,Good,37,Good,0,Good,196,Unhealthy,23.2,77.08,2024-01-14 19:00:00
Russian Federation,Severouralsk,31,Good,1,Good,31,Good,0,Good,3,Good,60.15,59.9667,2024-01-14 20:00:00
United States of America,Shafter,53,Moderate,2,Good,18,Good,11,Good,53,Moderate,35.4794,-119.2013,2024-01-14 21:00:00
Russian Federation,Sibay,36,Good,1,Good,36,Good,0,Good,25,Good,52.7,58.65,2024-01-14 22:00:00
Turkey,Silopi,56,Moderate,1,Good,56,Moderate,0,Good,26,Good,37.2486,42.4703,2024-01-14 23:00:00
Singapore,Singapore,91,Moderate,1,Good,29,Good,4,Good,91,Moderate,1.3,103.8,2024-01-15 00:00:00
United States of America,Snyder,79,Moderate,1,Good,29,Good,0,Good,79,Moderate,32.7133,-100.9116,2024-01-15 01:00:00
Costa Rica,San Ramon,62,Moderate,2,Good,2,Good,12,Good,62,Moderate,37.7624,-121.9365,2024-01-15 02:00:00
United States of America,Sandwich,35,Good,1,Good,32,Good,4,Good,35,Good,41.7137,-70.4851,2024-01-15 03:00:00
France,Sannois,67,Moderate,1,Good,22,Good,5,Good,67,Moderate,48.9722,2.2578,2024-01-15 04:00:00
United States of America,Southgate,33,Good,1,Good,33,Good,5,Good,33,Good,51.6316,-0.1265,2024-01-15 05:00:00
South Africa,Springs,175,Unhealthy,7,Good,12,Good,19,Good,175,Unhealthy,-26.2547,28.4428,2024-01-15 06:00:00
Serbia,Sremska Kamenica,117,Unhealthy for Sensitive Groups,1,Good,43,Good,1,Good,117,Unhealthy for Sensitive Groups,45.2206,19.8392,2024-01-15 07:00:00
France,Strasbourg,51,Moderate,2,Good,30,Good,4,Good,51,Moderate,48.5833,7.7458,2024-01-15 08:00:00
India,Suchindram,52,Moderate,0,Good,23,Good,0,Good,52,Moderate,8.1544,77.467,2024-01-15 09:00:00
Indonesia,Sumenep,51,Moderate,1,Good,35,Good,0,Good,51,Moderate,-7.0049,113.8496,2024-01-15 10:00:00
United States of America,Tavares,94,Moderate,1,Good,94,Moderate,0,Good,16,Good,28.792,-81.7352,2024-01-15 11:00:00
Japan,Tawaramoto,72,Moderate,2,Good,20,Good,11,Good,72,Moderate,34.5566,135.795,2024-01-15 12:00:00
Ukraine,Terebovlya,59,Moderate,1,Good,44,Good,0,Good,59,Moderate,49.3,25.7,2024-01-15 13:00:00
Italy,Terranuova Bracciolini,69,Moderate,1,Good,69,Moderate,0,Good,43,Good,43.5531,11.5894,2024-01-15 14:00:00
United States of America,Terre Haute,62,Moderate,1,Good,38,Good,3,Good,62,Moderate,39.466,-87.3751,2024-01-15 15:00:00
United States of America,Thornton,45,Good,1,Good,31,Good,5,Good,45,Good,39.9197,-104.9438,2024-01-15 16:00:00
United States of America,Tonawanda,38,Good,1,Good,30,Good,1,Good,38,Good,43.0105,-78.8805,2024-01-15 17:00:00
United States of America,Tooele,50,Good,1,Good,41,Good,1,Good,50,Good,40.5393,-112.3082,2024-01-15 18:00:00
Russian Federation,Turinsk,43,Good,1,Good,43,Good,0,Good,32,Good,58.0333,63.7,2024-01-15 19:00:00
United States of America,Twinsburg,53,Moderate,1,Good,39,Good,2,Good,53,Moderate,41.322,-81.4451,2024-01-15 20:00:00
Mexico,Uman,59,Moderate,1,Good,21,Good,1,Good,59,Moderate,48.75,30.2167,2024-01-15 21:00:00
Austria,Wels,75,Moderate,1,Good,55,Moderate,0,Good,75,Moderate,48.15,14.0167,2024-01-15 22:00:00
Germany,Wennigsen,44,Good,1,Good,44,Good,0,Good,32,Good,52.2742,9.5708,2024-01-15 23:00:00
United States of America,Westerly,61,Moderate,1,Good,43,Good,5,Good,61,Moderate,41.3635,-71.7899,2024-01-16 00:00:00
Switzerland,Wettingen,58,Moderate,1,Good,55,Moderate,0,Good,58,Moderate,47.4659,8.3267,2024-01-16 01:00:00
United States of America,White Bear Lake,51,Moderate,1,Good,30,Good,1,Good,51,Moderate,45.0656,-93.015,2024-01-16 02:00:00
United States of America,White Center,52,Moderate,1,Good,27,Good,7,Good,52,Moderate,47.5086,-122.3479,2024-01-16 03:00:00
United States of America,Wixom,57,Moderate,1,Good,32,Good,2,Good,57,Moderate,42.5243,-83.5346,2024-01-16 04:00:00
Netherlands,Woerden,40,Good,1,Good,40,Good,0,Good,31,Good,52.0833,4.8833,2024-01-16 05:00:00
Croatia,Virovitica,62,Moderate,1,Good,56,Moderate,0,Good,62,Moderate,45.8333,17.3833,2024-01-16 06:00:00
United States of America,Visalia,53,Moderate,2,Good,20,Good,4,Good,53,Moderate,36.3276,-119.3269,2024-01-16 07:00:00
Netherlands,Waalwijk,40,Good,1,Good,40,Good,0,Good,39,Good,51.6833,5.0667,2024-01-16 08:00:00
Australia,Wagga Wagga,19,Good,0,Good,15,Good,2,Good,19,Good,-35.1189,147.3689,2024-01-16 09:00:00
Germany,Weilerswist,56,Moderate,1,Good,47,Good,0,Good,56,Moderate,50.7525,6.8378,2024-01-16 10:00:00
United States of America,Ironton,71,Moderate,2,Good,43,Good,5,Good,71,Moderate,38.5323,-82.6779,2024-01-16 11:00:00
Japan,Isehara,37,Good,1,Good,37,Good,2,Good,16,Good,35.3833,139.3,2024-01-16 12:00:00
United States of America,Iselin,94,Moderate,3,Good,20,Good,20,Good,94,Moderate,40.5697,-74.3172,2024-01-16 13:00:00
Brazil,Itarema,45,Good,0,Good,22,Good,0,Good,45,Good,-2.92,-39.915,2024-01-16 14:00:00
Belarus,Ivanava,33,Good,1,Good,33,Good,1,Good,20,Good,52.1333,25.55,2024-01-16 15:00:00
China,Jiangyin,169,Unhealthy,5,Good,169,Unhealthy,9,Good,155,Unhealthy,31.9087,120.2653,2024-01-16 16:00:00
Democratic Republic of the Congo,Kaniama,266,Very Unhealthy,12,Good,43,Good,13,Good,266,Very Unhealthy,-7.5696,24.17,2024-01-16 17:00:00
Indonesia,Karanganyar,72,Moderate,1,Good,35,Good,0,Good,72,Moderate,-7.6033,110.9778,2024-01-16 18:00:00
United States of America,Kaysville,32,Good,1,Good,26,Good,5,Good,32,Good,41.029,-111.9456,2024-01-16 19:00:00
United States of America,Kenosha,58,Moderate,2,Good,23,Good,14,Good,58,Moderate,42.5865,-87.8773,2024-01-16 20:00:00
France,Denain,59,Moderate,1,Good,32,Good,3,Good,59,Moderate,50.3286,3.395,2024-01-16 21:00:00
Russian Federation,Divnogorsk,36,Good,1,Good,36,Good,0,Good,18,Good,55.9594,92.3619,2024-01-16 22:00:00
United States of America,Eastchester,79,Moderate,2,Good,15,Good,23,Good,79,Moderate,40.9536,-73.8133,2024-01-16 23:00:00
Kazakhstan,Ekibastuz,51,Moderate,1,Good,32,Good,2,Good,51,Moderate,51.6667,75.3667,2024-01-17 00:00:00
United States of America,Elkridge,53,Moderate,2,Good,25,Good,12,Good,53,Moderate,39.1941,-76.7428,2024-01-17 01:00:00
United States of America,Elyria,89,Moderate,2,Good,14,Good,20,Good,89,Moderate,41.376,-82.106,2024-01-17 02:00:00
Italy,Narni,42,Good,1,Good,42,Good,2,Good,32,Good,42.5167,12.5167,2024-01-17 03:00:00
Bangladesh,Narsingdi,178,Unhealthy,2,Good,49,Good,2,Good,178,Unhealthy,23.9167,90.7167,2024-01-17 04:00:00
Ghana,Navrongo,57,Moderate,1,Good,16,Good,0,Good,57,Moderate,10.8847,-1.0903,2024-01-17 05:00:00
United States of America,New Braunfels,47,Good,1,Good,20,Good,3,Good,47,Good,29.6994,-98.1148,2024-01-17 06:00:00
United States of America,New Orleans,60,Moderate,1,Good,17,Good,9,Good,60,Moderate,30.0687,-89.9288,2024-01-17 07:00:00
Netherlands,Nieuwegein,39,Good,1,Good,28,Good,4,Good,39,Good,52.0333,5.0833,2024-01-17 08:00:00
Russian Federation,Nizhnevartovsk,46,Good,1,Good,32,Good,0,Good,46,Good,60.95,76.6,2024-01-17 09:00:00
Bolivia (Plurinational State of),Puerto Quijarro,38,Good,0,Good,15,Good,0,Good,38,Good,-17.7796,-57.77,2024-01-17 10:00:00
Switzerland,Pully,30,Good,1,Good,30,Good,0,Good,30,Good,46.5167,6.6667,2024-01-17 11:00:00
Poland,Pyskowice,43,Good,1,Good,28,Good,1,Good,43,Good,50.3833,18.6167,2024-01-17 12:00:00
Mozambique,Quelimane,24,Good,0,Good,24,Good,0,Good,23,Good,-17.8764,36.8872,2024-01-17 13:00:00
India,Quepem,68,Moderate,0,Good,24,Good,0,Good,68,Moderate,15.22,74.07,2024-01-17 14:00:00
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,7.7306,125.1,2024-01-17 15:00:00
Guatemala,San Luis Jilotepeque,62,Moderate,2,Good,10,Good,6,Good,62,Moderate,14.65,-89.7333,2024-01-17 16:00:00
